Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
Beauty Bar by Kama,салон красоты,Парикмахерские; Ногтевые студии; Визажисты; Оформление бровей и ресниц; Эпиляция,"трасса Атырау-Доссор, ст32",1 этаж,,Береке м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,5.0,17,87026538288,,,,,,https://instagram.com/bb_by_kama,,https://wa.me/77026538288,,,,,,,47.143645,51.953754,https://2gis.com/firm/70000001093427935,branch
Ai Beauty Lab,салон красоты,Ногтевые студии; Эпиляция; Оформление бровей и ресниц,"улица Гизат Алипов, 2а",1 этаж; рядом с Доилид,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,24,87012025666,,,,,,https://instagram.com/ai_beauty_lab06,,https://wa.me/77012025666,,,,,,,47.098681,51.924549,https://2gis.com/firm/70000001087774942,branch
Эль Наз,салон красоты,Барбершопы,"микрорайон Авангард-4, 4а",1 этаж,,Авангард-4 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,2.4,30,87122214433,,,,,,,,,,,,,,,47.099018,51.88606,https://2gis.com/firm/70000001034772585,branch
Royal barbershop,,Барбершопы,"микрорайон Привокзальный-5, 8",,,Привокзальный-5 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,3.9,7,87007452798,,,,,,https://instagram.com/royal_barbershop_06,,https://wa.me/77007452798,,,,,,,47.12764,51.94077,https://2gis.com/firm/70000001093631369,branch
New me,салон красоты,Парикмахерские; Косметолог; Визажисты; Оформление бровей и ресниц; Ногтевые студии; Эпиляция; Перманентный макияж,"микрорайон Авангард-2, 11Б блок 5",1 этаж,,Авангард-2 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,3.9,8,87026998043 (мастер по волосам),87012778789 (ногтевой мастер),,,,,https://instagram.com/new_me_atyrau,,https://wa.me/77012778789,,,,,,,47.098259,51.878601,https://2gis.com/firm/70000001035209163,branch
Ramses Beauty Salon,,Парикмахерские; Ногтевые студии; Оформление бровей и ресниц,"микрорайон Авангард-2, 11Б блок 3",,,Авангард-2 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.7,47,87715749955,,,,,,,,https://wa.me/77715749955,,,,,,,47.098809,51.878642,https://2gis.com/firm/70000001087760602,branch
Мужская бритва,мужской салон,Барбершопы; Косметолог; Массажист; Обучение массажистов,"проспект Султана Бейбарыса, 481а",1 этаж,,Нурсая м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,12,87074446624,,,,,,https://instagram.com/muzhskaya_britva,,https://wa.me/77074446624,,,,,,,47.118872,51.842982,https://2gis.com/firm/70000001056663721,branch
KingsMan,барбершоп,Барбершопы,"проезд Султанахмет Кожыков, 4 блок Д",,,Нурсая м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 11:00-21:00; Вт: 11:00-21:00; Ср: 11:00-21:00; Чт: 11:00-21:00; Пт: 11:00-21:00; Сб: 11:00-21:00; Вс: 11:00-21:00,+05:00,3.1,39,87025864422,87754944494,,,,,https://instagram.com/kingsmanatyrau,,https://wa.me/77025864422,https://wa.me/77754944494,,,,,,47.1118,51.857281,https://2gis.com/firm/70000001046697837,branch
Stella beauty salon ,,Парикмахерские; Ногтевые студии; Оформление бровей и ресниц; Косметолог,"Махамбета Утемисова улица, 125",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,5.0,5,87759252208 (мастер по наращиванию ресниц),87013649847 (парикмахер),87025589104 (мастер маникюра),,,,,,,,,,,,,47.09538,51.924271,https://2gis.com/firm/70000001097580580,branch
Jumanji,барбершоп,Барбершопы,"улица Курмангазы, 84Б",2 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 11:00-21:00; Вт: 11:00-21:00; Ср: 11:00-21:00; Чт: 11:00-21:00; Пт: 11:00-21:00; Сб: 11:00-21:00; Вс: 11:00-21:00,+05:00,4.7,37,87785053055,,,,,,https://instagram.com/barbershop_jumanji_06,,https://wa.me/77785053055,,,,,,,47.125147,51.889851,https://2gis.com/firm/70000001089540326,branch
Bellezza,салон красоты,Парикмахерские; Ногтевые студии; Эпиляция; Массажист; Оформление бровей и ресниц; Косметолог,"микрорайон Привокзальный-5, 16",,,Привокзальный-5 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00 (по предварительной записи: пн-вс),+05:00,4.7,4,87022810465,,,,,,https://instagram.com/salon.bellezza_atyrau,,https://wa.me/77022810465,,,,,,,47.126652,51.942546,https://2gis.com/firm/70000001065021582,branch
Ногтевая студия Елены Горбуновой,,Парикмахерские; Ногтевые студии; Эпиляция; Оформление бровей и ресниц,"проспект Мухтара Ауэзова, 52г",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,4.5,20,87024343310,,,,,,https://instagram.com/gelena80,,https://wa.me/77024343310,,,,,,,47.091302,51.91091,https://2gis.com/firm/70000001035621302,branch
Atyrau Beauty,косметологическая клиника,Ногтевые студии; Косметолог,"улица Мухамбета Исенова, 83",1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00,+05:00,3.4,12,87774879999,87122505550,,,http://atyraubeauty.kz,,https://instagram.com/atyraubeauty_ab,https://facebook.com/atyraubeauty,https://wa.me/77774879999,,,,,,,47.109096,51.915065,https://2gis.com/firm/70000001036446506,branch
Sense,массажный центр,SPA-процедуры; Массажист; Эпиляция,"улица Батыргали Каленов, 37/1",,,Жеруйык м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:30-23:00; Вт: 10:30-23:00; Ср: 10:30-23:00; Чт: 10:30-23:00; Пт: 10:30-23:00; Сб: 10:30-23:00; Вс: 10:30-23:00,+05:00,4.3,50,87085656156,,,,,,https://instagram.com/sense_massage_atyrau,,https://wa.me/77085656156,,,,,,,47.109817,51.882348,https://2gis.com/firm/70000001035863327,branch
Bayadera brows,студия перманентного макияжа,Оформление бровей и ресниц; Перманентный макияж,"улица Нургиса Тлендиева, 19",,,Авангард-4 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,5.0,2,87014663636,,,,,,https://instagram.com/bayadera_brows,,https://wa.me/77014663636,,,,,,,47.095443,51.887826,https://2gis.com/firm/70000001055652689,branch
AVANT-GARDE,,Барбершопы,"микрорайон Авангард-3, 6",,,Авангард-3 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.9,9,87750856060,,,,http://zapis.kz/salon/3813,,https://instagram.com/avantgarde_barber,,https://wa.me/77750856060,,,,,,,47.094905,51.881633,https://2gis.com/firm/70000001096959627,branch
Aylin beauty,салон красоты,Парикмахерские; Ногтевые студии; Визажисты; Оформление бровей и ресниц; Обучение мастеров для салонов красоты,"проспект Каныша Сатпаева, 48Б",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.2,98,87780508700,,,,,,https://instagram.com/aylin_beauty_atyrau,,https://wa.me/77780508700,,,,,,,47.10383,51.891919,https://2gis.com/firm/70000001035673231,branch
AK beauty lash studio,студия красоты,Косметолог; Оформление бровей и ресниц; Обучение мастеров для салонов красоты; Эпиляция; Визажисты,"микрорайон Нурсая, 77/2",1 этаж,,Нурсая м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+05:00,4.0,20,87026060010,,,,,,https://instagram.com/ak_beautylashstudio,,https://wa.me/77026060010,,,,,,,47.118237,51.855298,https://2gis.com/firm/70000001076859298,branch
Sky_beauty_atyrau,салон красоты,Ногтевые студии; Оформление бровей и ресниц; Обучение мастеров для салонов красоты,"улица Кубаш Медеубаев, 22Б",2 кабинет; правое крыло,,Лесхоз м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00 (по пре),+05:00,5.0,9,87018187682,,,,,,https://instagram.com/sky_beauty_atyrau,,https://wa.me/77018187682,,,,,,,47.095701,51.869763,https://2gis.com/firm/70000001098963416,branch
Гламур,салон красоты,Парикмахерские,"проспект Азаттык, 59",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,,,87013111792,87011411611,,,,,https://instagram.com/atyrau_salon_gulbarshyn,,https://wa.me/77013111792,,,,,,,47.097394,51.922821,https://2gis.com/firm/70000001034981342,branch
Магнит,салон красоты,Парикмахерские; Оформление бровей и ресниц; Эпиляция,"микрорайон Авангард-2, 22",,,Авангард-2 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00; Вс: 11:00-19:00,+05:00,5.0,6,87023117891,,,,,,,,https://wa.me/77023117891,,,,,,,47.095015,51.879389,https://2gis.com/firm/70000001035188856,branch
